"location_id","name","display_name","territorial_group","previous_location_type","location_type","is_operational","address_line_1","address_line_2","postal_code","city","country","full_address","latitude","longitude","address_status","source_label","source_url","second_source_label","second_source_url","verified_at","notes"
"bordeauxmetropole-eysines","Eysines","Eysines","bordeauxMetropole","sdisStation","interventionSector","false","","","","Eysines","France","","","","needs_confirmation","Annuaire SDIS 33 - unites territoriales (aucun CIS Eysines)","https://www.annuaire-sdis.fr/sdis/gironde/groupements","Association des JSP de Saint-Medard - page du CIS de St Medard : secteur de premier appel incluant Eysines","https://jspstmedard.wordpress.com/cis/","2026-07-29","Pas de CIS autonome identifie dans l'annuaire officiel SDIS 33 , secteur potentiellement couvert par CIS Saint-Medard-en-Jalles, Rue Antonin Larroque, 33160 Saint-Medard-en-Jalles - dont le secteur de premier appel comprend explicitement Eysines - a confirmer directement avec le SDIS 33."
"bordeauxmetropole-floirac","Floirac","Floirac","bordeauxMetropole","sdisStation","interventionSector","false","","","","Floirac","France","","","","needs_confirmation","Annuaire SDIS 33 - unites territoriales (aucun CIS Floirac)","https://www.annuaire-sdis.fr/sdis/gironde/groupements","OpenStreetMap - inventaire des amenity=fire_station operator SDIS 33 de la metropole bordelaise (aucune caserne a Floirac)","https://overpass-api.de/api/interpreter","2026-07-29","Pas de CIS autonome identifie dans l'annuaire officiel SDIS 33 , secteur potentiellement couvert par CSP Bordeaux-Bastide, 56 rue de la Garonne, 33100 Bordeaux - a confirmer directement avec le SDIS 33. Donnees OSM recuperees via l'API Overpass (https://overpass-api.de/api/interpreter) dans cette session."
"bordeauxmetropole-le-haillan","Le Haillan","Le Haillan","bordeauxMetropole","sdisStation","interventionSector","false","","","","Le Haillan","France","","","","needs_confirmation","Annuaire SDIS 33 - unites territoriales (aucun CIS Le Haillan)","https://www.annuaire-sdis.fr/sdis/gironde/groupements","Association des JSP de Saint-Medard - page du CIS de St Medard : secteur de premier appel incluant le Haillan","https://jspstmedard.wordpress.com/cis/","2026-07-29","Pas de CIS autonome identifie dans l'annuaire officiel SDIS 33 , secteur potentiellement couvert par CIS Saint-Medard-en-Jalles, Rue Antonin Larroque, 33160 Saint-Medard-en-Jalles - dont le secteur de premier appel comprend explicitement le Haillan - a confirmer directement avec le SDIS 33."
"bordeauxmetropole-lormont","Lormont","Lormont","bordeauxMetropole","sdisStation","interventionSector","false","","","","Lormont","France","","","","needs_confirmation","Annuaire SDIS 33 - unites territoriales (aucun CIS Lormont)","https://www.annuaire-sdis.fr/sdis/gironde/groupements","OpenStreetMap - inventaire des amenity=fire_station operator SDIS 33 de la metropole bordelaise (aucune caserne a Lormont)","https://overpass-api.de/api/interpreter","2026-07-29","Pas de CIS autonome identifie dans l'annuaire officiel SDIS 33 , secteur potentiellement couvert par CIS Bassens, 2 rue de Beauval, 33530 Bassens (limitrophe) ou CSP Bordeaux-Bastide - a confirmer directement avec le SDIS 33. Donnees OSM recuperees via l'API Overpass (https://overpass-api.de/api/interpreter) dans cette session."
"bordeauxmetropole-merignac","Mérignac","Mérignac","bordeauxMetropole","sdisStation","sdisStation","true","100 avenue Bon Air","Centre de secours Paul Saldou","33700","Mérignac","France","Centre de secours Paul Saldou, 100 avenue Bon Air, 33700 Mérignac, France","44.818850","-0.648050","verified_official","Ville de Merignac - agenda officiel, lieu 'Centre de secours Paul Saldou, 100 Av. Bon air, 33700 Merignac'","https://www.merignac.com/agenda/bal-des-pompiers","Base Adresse Nationale via Geoplateforme IGN (100 Avenue Bon Air 33700 Merignac)","https://data.geopf.fr/geocodage/search?index=address&limit=2&q=100%20avenue%20Bon%20Air%20Merignac","2026-07-29","CIS confirme par l'annuaire SDIS 33 (CIS MERIGNAC, groupement Centre-Ouest : https://www.annuaire-sdis.fr/sdis/gironde/groupements) et par OSM way 548232908 (CSP Merignac, alt_name 'Caserne Paul Saldou', operator SDIS 33). Donnees OSM recuperees via l'API Overpass (https://overpass-api.de/api/interpreter) dans cette session. Coordonnees = emprise OSM du batiment , point adresse BAN du 100 avenue Bon Air : 44.818479 / -0.648744."
"bordeauxmetropole-pessac","Pessac","Pessac","bordeauxMetropole","sdisStation","interventionSector","false","","","","Pessac","France","","","","needs_confirmation","Annuaire SDIS 33 - unites territoriales (aucun CIS Pessac dans le groupement Centre-Ouest)","https://www.annuaire-sdis.fr/sdis/gironde/groupements","OpenStreetMap - inventaire des amenity=fire_station operator SDIS 33 de la metropole bordelaise (aucune caserne a Pessac)","https://overpass-api.de/api/interpreter","2026-07-29","Pas de CIS autonome identifie dans l'annuaire officiel SDIS 33 , secteur potentiellement couvert par CIS Merignac (100 avenue Bon Air, 33700 Merignac), CIS Villenave-d'Ornon ou CIS Cestas, tous trois du groupement Centre-Ouest - a confirmer directement avec le SDIS 33. Donnees OSM recuperees via l'API Overpass (https://overpass-api.de/api/interpreter) dans cette session."
"bordeauxmetropole-saint-medard-en-jalles","Saint-Médard-en-Jalles","Saint-Médard-en-Jalles","bordeauxMetropole","sdisStation","sdisStation","true","Rue Antonin Larroque","","33160","Saint-Médard-en-Jalles","France","Rue Antonin Larroque, 33160 Saint-Médard-en-Jalles, France (numero de voirie a confirmer)","44.895120","-0.721570","needs_confirmation","Annuaire SDIS 33 - unites territoriales, CIS ST MEDARD EN JALLES (groupement Centre-Ouest, sans adresse publiee)","https://www.annuaire-sdis.fr/sdis/gironde/groupements","Base Adresse Nationale via Geoplateforme IGN (voie 'Rue Antonin Larroque 33160 Saint-Medard-en-Jalles')","https://data.geopf.fr/geocodage/search?index=address&limit=3&q=Rue%20Antonin%20Larroque%20Saint-Medard-en-Jalles","2026-07-29","CIS autonome confirme (annuaire SDIS 33 , OSM way 62105397 'Centre d'incendie et de secours de Saint-Medard-en-Jalles', operator SDIS 33, groupement Centre-Ouest , page du CIS par l'association des JSP : https://jspstmedard.wordpress.com/cis/ - secteur de premier appel Blanquefort, Eysines, le Haillan, le Taillan-Medoc, Saint-Aubin-de-Medoc, Saint-Medard-en-Jalles). Voie confirmee : le geocodage inverse BAN de l'emprise OSM renvoie '7 Rue Antonin Larroque' a 21 m. NUMERO DE VOIRIE NON CONFIRME par source officielle (un annuaire associatif non officiel mentionne '2 rue Antonin Larroque') - a confirmer avec le SDIS 33 (tel. de la caserne publie par la ville : 05 56 70 89 00, https://www.saint-medard-en-jalles.fr/demarches-administratives/numeros-durgences/). Donnees OSM recuperees via l'API Overpass (https://overpass-api.de/api/interpreter) dans cette session."
"bordeauxmetropole-talence","Talence","Talence","bordeauxMetropole","sdisStation","interventionSector","false","","","","Talence","France","","","","needs_confirmation","Annuaire SDIS 33 - unites territoriales (aucun CIS Talence)","https://www.annuaire-sdis.fr/sdis/gironde/groupements","OpenStreetMap - inventaire des amenity=fire_station operator SDIS 33 de la metropole bordelaise (aucune caserne a Talence)","https://overpass-api.de/api/interpreter","2026-07-29","Pas de CIS autonome identifie dans l'annuaire officiel SDIS 33 , secteur potentiellement couvert par CIS Villenave-d'Ornon (Impasse de Benedigues, 33140) ou CIS Ornano (56 cours du Marechal Juin, 33000 Bordeaux) - a confirmer directement avec le SDIS 33. Donnees OSM recuperees via l'API Overpass (https://overpass-api.de/api/interpreter) dans cette session."
"bordeauxmetropole-villenave-d-ornon","Villenave-d'Ornon","Villenave-d'Ornon","bordeauxMetropole","sdisStation","sdisStation","true","Impasse de Bénédigues","Centre de Madère","33140","Villenave-d'Ornon","France","Impasse de Bénédigues, 33140 Villenave-d'Ornon, France","44.784510","-0.581580","verified_official","Ville de Villenave d'Ornon - fiche officielle 'Centre d'incendie et de secours de Villenave-d'Ornon, Impasse de Benedigues - 33140 Villenave-d'Ornon'","https://www.villenavedornon.fr/13-841/actualites/fiche/la-section-de-jeunes-sapeurs-pompiers-de-madere-recrute.htm","Base Adresse Nationale via Geoplateforme IGN (voie 'Impasse de Benedigues 33140 Villenave-d'Ornon')","https://data.geopf.fr/geocodage/search?index=address&limit=3&q=Impasse%20de%20Benedigues%20Villenave-d'Ornon","2026-07-29","CIS confirme par l'annuaire SDIS 33 (CIS VILLENAVE D'ORNON, groupement Centre-Ouest : https://www.annuaire-sdis.fr/sdis/gironde/groupements) et OSM way 744204063 (alt_name 'Centre de Madere', operator SDIS 33). Donnees OSM recuperees via l'API Overpass (https://overpass-api.de/api/interpreter) dans cette session. La source municipale officielle ne publie pas de numero de voirie , OSM et des annuaires associatifs indiquent '1 impasse de Benedigues' (point adresse BAN existant : 44.784475 / -0.582342) - numero a confirmer avec le SDIS 33. Coordonnees = emprise OSM du batiment. Tel. publie : 05 56 84 80 90."
"northbasin-ares-lege-cap-ferret","Arès / Lège-Cap-Ferret","Arès / Lège-Cap-Ferret","northBasin","sdisStation","sdisStation","true","40 avenue du Médoc","Route départementale D3 - CIS ARÈS/LÈGE (caserne implantée sur la commune de Lège-Cap-Ferret, secteur Arès-Lège)","33950","Lège-Cap-Ferret","France","40 avenue du Médoc, 33950 Lège-Cap-Ferret, France","44.798527","-1.141416","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Ville de Lège-Cap-Ferret - fiche Amicale des sapeurs-pompiers d'Arès-Lège (Centre de Secours, avenue du Médoc, 33950)","https://www.ville-lege-capferret.fr/association/amicale-sapeurs-pompiers-dares-lege/","2026-07-29","Le CIS officiel du SDIS 33 s'appelle ARÈS/LÈGE et se situe 40 avenue du Médoc à Lège-Cap-Ferret (et non sur la commune d'Arès). Adresse validée par la BAN (40 Avenue du Médoc 33950 Lège-Cap-Ferret) et par le registre officiel des associations (Amicale des sapeurs-pompiers d'Arès-Lège, CASERNE DE LEGE 40 AVENUE DU MEDOC 33950). À ne pas confondre avec le CIS LE CAP FERRET, distinct, situé 113 avenue de Bordeaux à Lège-Cap-Ferret."
"northbasin-andernos-les-bains-lanton","Andernos-les-Bains / Lanton","Andernos-les-Bains / Lanton","northBasin","sdisStation","sdisStation","true","1 avenue de la Source","CIS ANDERNOS","33510","Andernos-les-Bains","France","1 avenue de la Source, 33510 Andernos-les-Bains, France","44.740558","-1.090543","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Annuaire officiel des entreprises et associations (recherche-entreprises.api.gouv.fr) - Association de jeunes sapeurs-pompiers section d'Andernos-Lanton, CASERNE DES SAPEURS-POMPIERS ANDERNOS 1 AVENUE DE LA SOURCE 33510","https://recherche-entreprises.api.gouv.fr/search?q=pompiers&code_commune=33005","2026-07-29","Adresse du CIS principal (Andernos). Confirmée par la BAN (1 Avenue de la Source 33510 Andernos-les-Bains) et par OpenStreetMap (way 70634893, Centre d'incendie et de secours d'Andernos/Lanton). Le SDIS 33 exploite aussi un CIS LANTON distinct, 25 route de Blagon 33138 Lanton - une seule adresse retenue ici, celle du CIS cité en premier. Le registre des associations mentionne aussi le n°3 avenue de la Source pour l'amicale, même emprise."
"southbasin-arcachon","Arcachon","Arcachon","southBasin","sdisStation","sdisStation","true","13 rue des Anciens Combattants d'AFN et de l'Union Française","CIS ARCACHON - accès également référencé au 34 avenue Nelly Deganne","33120","Arcachon","France","13 rue des Anciens Combattants d'AFN et de l'Union Française, 33120 Arcachon, France","44.659026","-1.16084","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Base Adresse Nationale (api-adresse.data.gouv.fr) - 13 Rue a C a Nord Union Francaise 33120 Arcachon","https://api-adresse.data.gouv.fr/search/?q=13+rue+des+Anciens+Combattants+AFN+Union+Francaise+Arcachon","2026-07-29","Le même site est référencé au 34 avenue Nelly Deganne par le registre officiel des associations (Amicale du centre des sapeurs-pompiers d'Arcachon, CASERNE DES SAPEURS POMPIERS 34 AVENUE NELLY DEGANNE 33120) et par la section SNSPP-PATS 33 : il s'agit de la seconde façade de la même caserne. Adresse retenue : celle publiée par le SDIS 33."
"southbasin-biganos","Biganos","Biganos","southBasin","sdisStation","sdisStation","true","395 rue Joseph-Marie Jacquard","CIS BIGANOS - caserne mise en service en 2023","33380","Biganos","France","395 rue Joseph-Marie Jacquard, 33380 Biganos, France","44.639195","-0.952198","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Annuaire officiel des entreprises et associations (recherche-entreprises.api.gouv.fr) - Amicale des sapeurs pompiers de Biganos, 395 RUE JOSEPH MARIE JACQUARD 33380 BIGANOS","https://recherche-entreprises.api.gouv.fr/search?q=amicale+sapeurs+pompiers+Biganos","2026-07-29","Adresse validée par la BAN (395 Rue Joseph Marie Jacquard 33380 Biganos). Le fichier du SDIS 33 orthographie la voie 'Jacquart' - orthographe officielle BAN retenue : 'Jacquard'."
"southbasin-gujan-mestras-le-teich","Gujan-Mestras / Le Teich","Gujan-Mestras / Le Teich","southBasin","sdisStation","sdisStation","true","65 avenue de Césarée","Route départementale D650E3 - CIS GUJAN-MESTRAS","33470","Gujan-Mestras","France","65 avenue de Césarée, 33470 Gujan-Mestras, France","44.626027","-1.072437","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Annuaire officiel des entreprises et associations (recherche-entreprises.api.gouv.fr) - Section des jeunes sapeurs pompiers du Sud Bassin, CENTRE DE SECOURS 65 AVENUE DE CESAREE 33470 GUJAN-MESTRAS","https://recherche-entreprises.api.gouv.fr/search?q=pompiers&code_commune=33199","2026-07-29","Adresse validée par la BAN (65 Avenue de Césarée 33470 Gujan-Mestras). Le SDIS 33 exploite un CIS LE TEICH distinct, 5 rue Saint-Louis 33470 Le Teich - une seule adresse retenue ici, celle du CIS cité en premier (Gujan-Mestras)."
"southbasin-la-teste-de-buch-pyla-sur-mer","La Teste-de-Buch / Pyla-sur-Mer","La Teste-de-Buch / Pyla-sur-Mer","southBasin","sdisStation","sdisStation","true","12 rue Augustin Fresnel","CIS LA TESTE - nouvelle caserne (zone d'activités, secteur avenue Vulcain), mise en service début 2022","33260","La Teste-de-Buch","France","12 rue Augustin Fresnel, 33260 La Teste-de-Buch, France","44.615974","-1.123796","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Base Adresse Nationale (api-adresse.data.gouv.fr) - 12 Rue Augustin Fresnel 33260 La Teste-de-Buch","https://api-adresse.data.gouv.fr/search/?q=12+rue+Augustin+Fresnel+33260+La+Teste-de-Buch","2026-07-29","Attention : l'ancienne caserne se trouvait 16 rue Jules-Favre (centre-ville), le déménagement a eu lieu début 2022 (Sud Ouest, 24/11/2021 : https://www.sudouest.fr/gironde/la-teste-de-buch/bassin-d-arcachon-la-nouvelle-caserne-des-pompiers-de-la-teste-de-buch-est-presque-terminee-7072987.php). Le registre des associations liste encore l'amicale rue Jules Favre : adresse obsolète, ne pas utiliser. Le SDIS 33 exploite un CIS LE PYLA distinct, 1-3-5-7-9 avenue du Colonel Saldou 33115 La Teste-de-Buch - une seule adresse retenue ici, celle du CIS cité en premier."
"southbasin-marcheprime","Marcheprime","Marcheprime","southBasin","sdisStation","sdisStation","true","1 rue Francis Chevalier","CIS MARCHEPRIME","33380","Marcheprime","France","1 rue Francis Chevalier, 33380 Marcheprime, France","44.689469","-0.857497","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Ville de Marcheprime - communication officielle : 'Centre de Secours de Marcheprime (1 Rue Francis Chevalier)'","https://www.facebook.com/ville.marcheprime/posts/-alerte-%C3%A9vacuation-imminente-le-feu-est-%C3%A0-hauteur-de-blagon-et-compte-tenu-de-la/1651303643666498/","2026-07-29","Point de vigilance : la voie 'rue Francis Chevalier' n'est pas encore présente dans la Base Adresse Nationale pour Marcheprime (recherche BAN sans correspondance). OpenStreetMap (way 967092871) et le registre des associations (Sapeurs pompiers de Marcheprime) indiquent 'rue de la Gare', voie contiguë au même site - dénomination probablement antérieure. Adresse retenue : celle publiée par le SDIS 33 et confirmée par la commune."
"southbasin-mios","Mios","Mios","southBasin","sdisStation","sdisStation","true","10 rue du Maréchal Leclerc","CIS MIOS","33380","Mios","France","10 rue du Maréchal Leclerc, 33380 Mios, France","44.601024","-0.932201","verified_official","SDIS 33 - donnees officielles de la carte des CIS (cartes.pompiers33.fr)","https://cartes.pompiers33.fr/data/CentredincendieetdesecoursCIS_3.js","Base Adresse Nationale (api-adresse.data.gouv.fr) - 10 Rue du Maréchal Leclerc 33380 Mios","https://api-adresse.data.gouv.fr/search/?q=10+rue+du+Mar%C3%A9chal+Leclerc+33380+Mios","2026-07-29","Adresse validée par la BAN (score 0,97) et cohérente avec l'emprise OpenStreetMap du CIS (way 208710318, à environ 90 m du point adresse)."
